GERI_ID;GERI_BESCHREIBUNG;GERI_NAME;GERI_VEGETARISCH_KNZ;GERI_ZUTATEN;BEMERKUNG;GERI_PREIS;GERI_TAEGLICH_KNZ;GERI_TATY_ID
364;Keine Beschreibung vorhanden;Gemsetopf mit Mettenden und Rindfleischb„llchen;N;Keine Zutaten vorhanden;;5;N;
365;Keine Beschreibung vorhanden;Currysuppe mit Shrimps;N;Keine Zutaten vorhanden;;1;N;
366;Keine Beschreibung vorhanden;Provenzialisches Gemse mit Wildreistaler und Salatteller;J;Keine Zutaten vorhanden;;4;N;
367;Keine Beschreibung vorhanden;K”ningsberger Klopse in Kapensoáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
368;Keine Beschreibung vorhanden;Maispolenta mit Fetak„se und Spargelgemse;J;Keine Zutaten vorhanden;;4;N;
369;Keine Beschreibung vorhanden;Crepe mit Gemsefllung, Kokos-Currysoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
370;Keine Beschreibung vorhanden;Pilzragout mit Semmelkn”deln und Salatteller;J;Keine Zutaten vorhanden;;4;N;
371;Keine Beschreibung vorhanden;Kartoffel-Selleriesuppe;J;Keine Zutaten vorhanden;;1;N;
372;Keine Beschreibung vorhanden;Pizza mit Serano Schinken, Spargel und Salatteller;N;Keine Zutaten vorhanden;;5;N;
373;Keine Beschreibung vorhanden;Lachssteak mit Soáe Veloute mit Tomaten, Brokkoli und Salatteller;N;Keine Zutaten vorhanden;;5;N;
374;Keine Beschreibung vorhanden;K„se-Lauchsuppe;J;Keine Zutaten vorhanden;;1;N;
375;Keine Beschreibung vorhanden;Omelette mit K„sefllung, Kroketten und Salatteller;J;Keine Zutaten vorhanden;;4;N;
376;Keine Beschreibung vorhanden;Rinderhacksteak auf Vollkorntoast mit J„gersoáe, Spiegelei, Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
405;Keine Beschreibung vorhanden;Eintopf mit Sommergemse, Mettenden und Siedewurst;N;Keine Zutaten vorhanden;;5;N;
406;Keine Beschreibung vorhanden;Pizza mit Fetak„se und Salami, Salatteller;N;Keine Zutaten vorhanden;;5;N;
407;Keine Beschreibung vorhanden;Matjes in Sahnesoáe mit Dillkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
408;Keine Beschreibung vorhanden;Rostbratwstchen mit Sauerkraut und Kartoffeln ;N;Keine Zutaten vorhanden;;5;N;
409;Keine Beschreibung vorhanden;Ratatouille mit H”rnchennudeln mit Parmesan berbacken und Salatteller;J;Keine Zutaten vorhanden;;4;N;
415;Keine Beschreibung vorhanden;Apfelpfannekuchen mit Preiselbeerkompott;J;Keine Zutaten vorhanden;;4;N;
416;Keine Beschreibung vorhanden;Rinderleber mit Charlottensauce, Apfelkompott, Kartoffelpree und Saltteller;N;Keine Zutaten vorhanden;;5;N;
417;Keine Beschreibung vorhanden;Linsenbratlinge mit Kresse-Schmand Dip und Salatteller;J;Keine Zutaten vorhanden;;4;N;
418;Keine Beschreibung vorhanden;Erbsensuppe mit Bockwurst und Ger„uchertem;N;Keine Zutaten vorhanden;;5;N;
419;Keine Beschreibung vorhanden;Kohlrabigemse in Currysoáe und Kartoffel-Lauchpree;J;Keine Zutaten vorhanden;;4;N;
420;Keine Beschreibung vorhanden; Pizza mit Gorgonzola, Schinken und Salatteller;N;Keine Zutaten vorhanden;;5;N;
421;Keine Beschreibung vorhanden;Pizza mit Gorgonzola, Schinken und Salatteller;N;Keine Zutaten vorhanden;;5;N;
422;Keine Beschreibung vorhanden;Lachsschnitte mit Risoleekartoffeln und buntem Gemse;N;Keine Zutaten vorhanden;;5;N;
423;Keine Beschreibung vorhanden;Rhrei mit Thaigemse und Basmatireis;J;Keine Zutaten vorhanden;;4;N;
438;Keine Beschreibung vorhanden;Milchreis-Suppe mit getrockneten Aprikosen;J;Keine Zutaten vorhanden;;1;N;
439;Keine Beschreibung vorhanden;Vanille-Milchreis mit Erdbeerkompott;J;Keine Zutaten vorhanden;;4;N;
440;Keine Beschreibung vorhanden;Gyros vom Schwein mit Tzaziki, Pommes und Salatteller;N;Keine Zutaten vorhanden;;5;N;
441;Keine Beschreibung vorhanden;Blumenkohlgemse mit Tomaten, Kartoffelgratine und Salatteller;J;Keine Zutaten vorhanden;;4;N;
444;Keine Beschreibung vorhanden;Spaghetti mit Shiitake-Rahmsoáe und Parmesan, Salatteller;J;Keine Zutaten vorhanden;;4;N;
445;Keine Beschreibung vorhanden;Stoganoff mit Buttergemse und Kroketten;N;Keine Zutaten vorhanden;;5;N;
446;Keine Beschreibung vorhanden;Stroganoff mit Buttergemse und Kroketten;N;Keine Zutaten vorhanden;;5;N;
447;Keine Beschreibung vorhanden;Pizza mit gekochtem Schinken, Artischoken, Pepperonis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
448;Keine Beschreibung vorhanden;Fischragout in Weiáweinsoáe mit Bandnudeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
449;Keine Beschreibung vorhanden;Kohlrabisuppe mit K„se;J;Keine Zutaten vorhanden;;1;N;
450;Keine Beschreibung vorhanden;Gebratener Tofu mit Erdnssen, Gemse, Reis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
451;Keine Beschreibung vorhanden;Rinderfrikadelle mit J„gersoáe, Salzkartoffeln und Gurkensalat;N;Keine Zutaten vorhanden;;5;N;
498;Keine Beschreibung vorhanden;Bratwurst mit Blumenkohl in Rahmsoáe und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
528;Keine Beschreibung vorhanden;Kartoffelsuppe mit Schweinebauch und Mettenden ;N;Keine Zutaten vorhanden;;5;N;
563;Keine Beschreibung vorhanden;Gemsespieá mit Rinderleber, Bratensoáe und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
564;Keine Beschreibung vorhanden;Gratinierter Blumenkohl mit Tomatensoáe, Kartoffel-Krbispree und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
565;Keine Beschreibung vorhanden;K„sesuppe mit Pilzen;J;Keine Zutaten vorhanden;;1;N;
566;Keine Beschreibung vorhanden;Gebratener Fetak„se mit Sákartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
377;Keine Beschreibung vorhanden;"Spaghetti mit Arrabiatasauce und Salatteller				";J;Keine Zutaten vorhanden;;4;N;
378;Keine Beschreibung vorhanden;Paella mit Geflgel, Garnelen und Salatteller;N;Keine Zutaten vorhanden;;5;N;
401;Keine Beschreibung vorhanden;Crepe mit Erdbeer-Joghurt Fllung und Vanillesoáe;J;Keine Zutaten vorhanden;;4;N;
380;Keine Beschreibung vorhanden;Kaiserschmarren mit Obstkompott;J;Keine Zutaten vorhanden;;4;N;
381;Keine Beschreibung vorhanden;Wildgulasch mit Sp„tzle und Salatteller;N;Keine Zutaten vorhanden;;5;N;
382;Keine Beschreibung vorhanden;"Scholle ""Finkenwerder Art"" mit Specksauce, Salzkartoffeln und Salatteller";N;Keine Zutaten vorhanden;;5;N;
383;Keine Beschreibung vorhanden;Brennesselsuppe;J;Keine Zutaten vorhanden;;1;N;
384;Keine Beschreibung vorhanden;Gemseauflauf mit Tomatensauce, Nudeln und Salatteller;J;Keine Zutaten vorhanden;;4;N;
388;Keine Beschreibung vorhanden;"Grnkernbratlinge mit Gemse, B„rlauchdip und Salatteller				";J;Keine Zutaten vorhanden;;4;N;
400;Keine Beschreibung vorhanden;Knoblauchsuppe;J;Keine Zutaten vorhanden;;1;N;
402;Keine Beschreibung vorhanden;Rheinische Reibekuchen mit Rbenkraut, Apfelkompott und Salatteller;J;Keine Zutaten vorhanden;;4;N;
519;Keine Beschreibung vorhanden;Beilage;N;Keine Zutaten vorhanden;;3;J;15
537;Keine Beschreibung vorhanden;Pizza mit Salami, Pilzen und Salatteller;N;Keine Zutaten vorhanden;;5;N;
538;Keine Beschreibung vorhanden;Bratkartoffeln mit Spiegelei;J;Keine Zutaten vorhanden;;4;N;
539;Keine Beschreibung vorhanden;Bratkartoffeln mit Spiegelei und Rinderbratwurst;N;Keine Zutaten vorhanden;;4;N;
540;Keine Beschreibung vorhanden;Spaghetti mit Tomaten-Thunfischsoáe und schwarzen Oliven;J;Keine Zutaten vorhanden;;4;N;
555;Keine Beschreibung vorhanden;Pak-Choi Gemse mit Rinderhack und K„se berbacken, Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
556;Keine Beschreibung vorhanden;Gemsespieá mit Tofu, Tandoori Soáe, Curryreis und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
557;Keine Beschreibung vorhanden;Gemseauflauf mit Bandnudeln in K„sesoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
558;Keine Beschreibung vorhanden;Rinderbraten mit Schalottensoáe, Buttergemse und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
559;Keine Beschreibung vorhanden;Lachssteak mit B„rlauchsoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
560;Keine Beschreibung vorhanden;Bauernomelett mit Gemse, Bratkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
567;Keine Beschreibung vorhanden;Wildragout mit Sp„tzle und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
568;Keine Beschreibung vorhanden;Gemsepaella mit Lachs und Muscheln, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
569;Keine Beschreibung vorhanden;Curry-Lauchsuppe;J;Keine Zutaten vorhanden;;1;N;
570;Keine Beschreibung vorhanden;Nudelauflauf mit Mischpilzen und Aubergine, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
571;Keine Beschreibung vorhanden;Hackbraten mit Wirsinggemse und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
572;Keine Beschreibung vorhanden;Gefllte Paprika mit Gemse und Fetak„se in Tomatensoáe, Reisbeilage und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
573;Keine Beschreibung vorhanden;Zigeuner-Bratwurst mit Pommes und Salatteller;N;Keine Zutaten vorhanden;;5;N;
574;Keine Beschreibung vorhanden;Paprika-Cremesuppe;J;Keine Zutaten vorhanden;;1;N;
575;Keine Beschreibung vorhanden;Zwiebelkuchen mit Paprika Dip und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
576;Keine Beschreibung vorhanden;Schupfnudeln mit Pilzragout und Salatteller;J;Keine Zutaten vorhanden;;4;N;
577;Keine Beschreibung vorhanden;Schweinebraten mit Bayrisch Kraut und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
581;Keine Beschreibung vorhanden;Suppe mit roten Linsen;J;Keine Zutaten vorhanden;;1;N;
628;Keine Beschreibung vorhanden;Kartoffel-Maispl„tzchen mit Linsengemse und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
629;Keine Beschreibung vorhanden;Suppe mit Rosenkohl;J;Keine Zutaten vorhanden;;1;N;
630;Keine Beschreibung vorhanden;Tortellini mit Ricottafllung, Tomatensoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
631;Keine Beschreibung vorhanden;Wirsingeintopf mit Petersilienwurzel, Fleischb„llchen und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
632;Keine Beschreibung vorhanden;Gemse-Crumble mit Bratkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
633;Keine Beschreibung vorhanden;Pizza mit Salami und Oliven, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
634;Keine Beschreibung vorhanden;Rotbarschfilet in Senfsoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
635;Keine Beschreibung vorhanden;Coq au Vin mit Pilzen und durchw. Speck, Kartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
636;Keine Beschreibung vorhanden;Apfelpfannkuchen mit Frchtequark;J;Keine Zutaten vorhanden;;4;N;
637;Keine Beschreibung vorhanden;Hackbraten mit J„gersoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
638;Keine Beschreibung vorhanden;Gemse-Rahmsuppe;J;Keine Zutaten vorhanden;;1;N;
639;Keine Beschreibung vorhanden;Penne Nudeln mit Paprikasoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
640;Keine Beschreibung vorhanden;Gemseeintopf mit Geflgel und durchwachsenem Speck;N;Keine Zutaten vorhanden;;5;N;
641;Keine Beschreibung vorhanden;Kohlrabiauflauf mit Sákartoffeln, K„se und Salatteller;J;Keine Zutaten vorhanden;;5;N;
642;Keine Beschreibung vorhanden;Schweinebraten mit buntem Gemse und Bratkartoffeln;N;Keine Zutaten vorhanden;;5;N;
654;Keine Beschreibung vorhanden;Graupenrisotto mit Wurzelgemse und Tomaten, Salatteller;J;Keine Zutaten vorhanden;;4;N;
655;Keine Beschreibung vorhanden;Karotten-Cremesuppe mit Ingwer;J;Keine Zutaten vorhanden;;1;N;
656;Keine Beschreibung vorhanden;Gebackener Fenchel mit Tomaten, Kartoffelpree und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
657;Keine Beschreibung vorhanden;Gefllte Gnocchi mit Pilz-Rahmsoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
658;Keine Beschreibung vorhanden;Geflgelragout in Currysoáe, Reis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
702;Keine Beschreibung vorhanden;Gemseomelett mit Kartoffelgratine und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
703;Keine Beschreibung vorhanden;Rinderbrhe mit Einlage;J;Keine Zutaten vorhanden;;1;N;
704;Keine Beschreibung vorhanden;F„chernudeln mit Paprika-Tomatensoáe, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
705;Keine Beschreibung vorhanden;Irish Stew, Weiákohleintopf mit Lammfleisch;N;Keine Zutaten vorhanden;;5;N;
389;Keine Beschreibung vorhanden;Spinatsuppe;J;Keine Zutaten vorhanden;;1;N;
459;Keine Beschreibung vorhanden;Rote Bette Suppe;J;Keine Zutaten vorhanden;;1;N;
460;Keine Beschreibung vorhanden;Gemsebratlinge mit Kressedip und Salatteller;J;Keine Zutaten vorhanden;;4;N;
461;Keine Beschreibung vorhanden;Gep”ckeltes Schweinefilet mit dicken Bohnen, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
462;Keine Beschreibung vorhanden;Pfifferlingen-Ragout mit Risottoreis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
463;Keine Beschreibung vorhanden;Gemseeintopf mit Fleischwurst und Mettenden;N;Keine Zutaten vorhanden;;5;N;
464;Keine Beschreibung vorhanden;Kr„uternudeln mit Tofu in Rotwein-Schalottensauce und Salattteller;J;Keine Zutaten vorhanden;;5;N;
469;Keine Beschreibung vorhanden;Paprikaschiffchen mit Fetak„se und Bandnudeln;J;Keine Zutaten vorhanden;;4;N;
511;Keine Beschreibung vorhanden;Kr„utercrepe mit Pilzfllung und Salatteller;J;Keine Zutaten vorhanden;;4;N;
520;Keine Beschreibung vorhanden;Himmel und Erde, Blut- und Leberwurst mit Apfelkompott und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
521;Keine Beschreibung vorhanden;Suppe mit Saitlingen;J;Keine Zutaten vorhanden;;1;N;
522;Keine Beschreibung vorhanden;Mediterane Gemsepfanne mit Kartoffelecken und Tofuwrfeln, Salatteller;J;Keine Zutaten vorhanden;;4;N;
523;Keine Beschreibung vorhanden;Irish Stew mit Lammfleisch, Wirsing und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
524;Keine Beschreibung vorhanden;Schnittlauchsuppe;J;Keine Zutaten vorhanden;;1;N;
525;Keine Beschreibung vorhanden;Krbis-Brokkoligemse in Tomatensoáe und Dampfkartoffeln;J;Keine Zutaten vorhanden;;4;N;
526;Keine Beschreibung vorhanden;Krstchen mit Spiegelei, Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
593;Keine Beschreibung vorhanden;Reibekuchen mit Apfelkompott und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
594;Keine Beschreibung vorhanden;Asiatische Geflgelpfanne mit Basmatireis und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
595;Keine Beschreibung vorhanden;Kartoffel-Bratlinge mit Rhrei und K„se berbacken, Salatteller;J;Keine Zutaten vorhanden;;4;N;
596;Keine Beschreibung vorhanden;Palatschinken mit Quarkfllung und Zimtapfel;J;Keine Zutaten vorhanden;;4;N;
689;Keine Beschreibung vorhanden;Spargelgemse mit Tomaten in Buttersoáe, Kartoffelbratlingen und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
690;Keine Beschreibung vorhanden;Pizza mit Spargel und gekochtem Schinken, Salatteller;N;Keine Zutaten vorhanden;;5;N;
691;Keine Beschreibung vorhanden;Kohlrabigemse mit veganer Bratwurst, Bratkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
692;Keine Beschreibung vorhanden;K”nigsberger Klopse in Kapernsoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
698;Keine Beschreibung vorhanden;Pizza mit Schinken und Artischoken, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
699;Keine Beschreibung vorhanden;Rotbarschfilet in Zitronen-Senfsoáe mit Butterreis und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
700;Keine Beschreibung vorhanden;Gemsequiche mit Kresse Dip und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
701;Keine Beschreibung vorhanden;Rinderhackbraten in Speckstippe mit Kartoffelsalat und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
706;Keine Beschreibung vorhanden;Teigtaschen mit Pfannengemse, Mango-Bananensoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
707;Keine Beschreibung vorhanden;Fleischk„se mit Bratkartoffeln und Krautsalat;N;Keine Zutaten vorhanden;;5;N;
708;Keine Beschreibung vorhanden;Pizza mit Spinat und Lachs, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
709;Keine Beschreibung vorhanden;Lachsschnitte in Senfsoáe mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
710;Keine Beschreibung vorhanden;Blaubeer-Pfannkuchen mit Frchtequark;J;Keine Zutaten vorhanden;;4;N;
711;Keine Beschreibung vorhanden;Rinderleber mit Apfelkompott und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
712;Keine Beschreibung vorhanden;Kartoffelecken mit Rhrei und K„se berbacken, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
713;Keine Beschreibung vorhanden;R„uberbraten vom Schwein mit Zwiebeln, Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
714;Keine Beschreibung vorhanden;Kohlrabi, gefllt mit Tomaten und Schmelzk„se, Kartoffelpree und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
715;Keine Beschreibung vorhanden;Erbsensuppe mit Fleischwurst und durchwachsenem Speck;N;Keine Zutaten vorhanden;;5;N;
716;Keine Beschreibung vorhanden;Gemsebratlinge mit Paprika-Dip und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
717;Keine Beschreibung vorhanden;Kabeljau im Gemsebett mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
718;Keine Beschreibung vorhanden;Ratatouille-Gemse mit K„segnocchi und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
719;Keine Beschreibung vorhanden;Farfalle-Nudeln mit Carbonara Soáe, Parmesan und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
720;Keine Beschreibung vorhanden;Spargel mit Soáe Hollandaise, Salzkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
721;Keine Beschreibung vorhanden;Rinderhacksteak mit J„gersoáe, Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
722;Keine Beschreibung vorhanden;Gemseauflauf mit Zuchini, Tomaten und Fetak„se, Kartoffelecken und Salatteller;J;Keine Zutaten vorhanden;;4;N;
723;Keine Beschreibung vorhanden;Frhlingseintopf mit buntem Gemse, Reis und Geflgelfleisch;N;Keine Zutaten vorhanden;;5;N;
731;Keine Beschreibung vorhanden;Maistaler mit Paprika-Kartoffelragout und Salatteller ;N;Keine Zutaten vorhanden;;4;N;
732;Keine Beschreibung vorhanden;Ratatouille-Gemse mit Rinderhack, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
733;Keine Beschreibung vorhanden;Gemse-Nudelauflauf mit Tomatensoáe und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
734;Keine Beschreibung vorhanden;Weiáer Bohneneintopf mit Paprika, Mettenden und durchw. Speck;N;Keine Zutaten vorhanden;;5;N;
735;Keine Beschreibung vorhanden;Spargel in Buttersoáe, mit Pilzrisotto und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
736;Keine Beschreibung vorhanden;Fleischk„se mit Spiegelei, J„geroáe, Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
737;Keine Beschreibung vorhanden;Pizza mit Salami und Thunfisch, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
738;Keine Beschreibung vorhanden;Bouillabaisse mit Lachs und Kabeljau, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
739;Keine Beschreibung vorhanden;Sáer Crepe mit Quarkfllung und Erdbeerkompott;J;Keine Zutaten vorhanden;;4;N;
344;Keine Beschreibung vorhanden;Spargelsuppe;J;Keine Zutaten vorhanden;;1;N;
353;Keine Beschreibung vorhanden;Spargel mit gekochtem Schinken und Salzkartoffeln;N;Keine Zutaten vorhanden;;4;N;
354;Keine Beschreibung vorhanden;M”hreneintopf mit Mettenden und ger„uchertem Speck;N;Keine Zutaten vorhanden;;5;N;
355;Keine Beschreibung vorhanden;Ratatouille Gemse mit B„rlauch-Risottoreis und Parmesan;J;Keine Zutaten vorhanden;;4;N;
356;Keine Beschreibung vorhanden;Spieábraten mit Kartoffelsalat und Salatteller;N;Keine Zutaten vorhanden;;5;N;
357;Keine Beschreibung vorhanden;Fischlasagne mit Tomatensoáe und Salatteller;N;Keine Zutaten vorhanden;;5;N;
358;Keine Beschreibung vorhanden;Gemser”stlinge mit Spargelgemse;J;Keine Zutaten vorhanden;;4;N;
359;Keine Beschreibung vorhanden;Rindfleisch mit Meerettichsoáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
452;Keine Beschreibung vorhanden;Penne Nudeln in pikanter Tomaten-Paprikasoáe mit Parmesan und Salatteller;J;Keine Zutaten vorhanden;;4;N;
465;Keine Beschreibung vorhanden;Rindfleisch im Sud mit Senfsauce, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
466;Keine Beschreibung vorhanden;Bouillabaisse von Lachs und Forelle mit Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
467;Keine Beschreibung vorhanden;Suppe von Saitling Pilz;J;Keine Zutaten vorhanden;;1;N;
468;Keine Beschreibung vorhanden;Gefllte Tortilla mit Geflgel, Avocado-Dip und Salatteller;N;Keine Zutaten vorhanden;;5;N;
477;Keine Beschreibung vorhanden;Tortellinis in K„sesauce mit Salatteller;J;Keine Zutaten vorhanden;;4;N;
480;Keine Beschreibung vorhanden;Brokkoligemse mit Paprika und Kartoffelgratine, Salatteller;J;Keine Zutaten vorhanden;;4;N;
481;Keine Beschreibung vorhanden;Schweinekotelett mit warmem Kartoffelsalat und Salatteller;N;Keine Zutaten vorhanden;;5;N;
482;Keine Beschreibung vorhanden;Kohlrabigemse mit Polenta und Salatteller;J;Keine Zutaten vorhanden;;4;N;
483;Keine Beschreibung vorhanden;Laucheintopf mit Rinderhack, Mettenden und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
484;Keine Beschreibung vorhanden;H„hnchenbrust mit Thaigemse, Curryreis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
485;Keine Beschreibung vorhanden;Fischragout mit Tomatenfilet, Bandnudeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
486;Keine Beschreibung vorhanden;Suppe mit Shiitake Pilzen;J;Keine Zutaten vorhanden;;1;N;
487;Keine Beschreibung vorhanden;Gemseauflauf mit Petersilienkartoffeln, Salatteller;J;Keine Zutaten vorhanden;;4;N;
488;Keine Beschreibung vorhanden;Schaschlikspieáe vom Schwein mit Pommes und Salatteller;N;Keine Zutaten vorhanden;;5;N;
622;Keine Beschreibung vorhanden;Spanisches Kartoffelomelette mit Kr„uterschmand und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
623;Keine Beschreibung vorhanden;H„hnchenbrust in Mandelsoáe mit Reis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
624;Keine Beschreibung vorhanden;Mandelsuppe;J;Keine Zutaten vorhanden;;1;N;
625;Keine Beschreibung vorhanden;Sákartoffeln mit Gemse in Currysoáe, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
626;Keine Beschreibung vorhanden;Blumenkohl in Appenzeller K„sesoáe mit Petersilienkartoffel;J;Keine Zutaten vorhanden;;4;N;
627;Keine Beschreibung vorhanden;Kohlrabi in Bechamelsoáe mit R”stkartoffeln ;J;Keine Zutaten vorhanden;;4;N;
659;Keine Beschreibung vorhanden;šberbackenes Chicoree mit Tomaten, Oliven und K„se, Kr„uterpree;J;Keine Zutaten vorhanden;;5;N;
660;Keine Beschreibung vorhanden;Bratwurst mit Sauerkraut und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
661;Keine Beschreibung vorhanden;Wirsingsuppe;J;Keine Zutaten vorhanden;;1;N;
662;Keine Beschreibung vorhanden;Gebackene Polenta mit Brokkoligemse und Salatteller;J;Keine Zutaten vorhanden;;4;N;
663;Keine Beschreibung vorhanden;Schnibbelbohnen-Suppe mit Rinderhackb„llchen und Speck;N;Keine Zutaten vorhanden;;5;N;
664;Keine Beschreibung vorhanden;Gemsegratine mit Penne Nudeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
665;Keine Beschreibung vorhanden;Rindergulasch mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
666;Keine Beschreibung vorhanden;Matjesfilet in Dillsoáe, Pellkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
678;Keine Beschreibung vorhanden;Laucheintopf mit Rinderhack;N;Keine Zutaten vorhanden;;5;N;
688;Keine Beschreibung vorhanden;Bratwurst mit Zigeunersoáe, Pommes und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
693;Keine Beschreibung vorhanden;Zuchini mit Tofu-Nussfllung, Kartoffelpree und Paprikasoáe, Salatteller;J;Keine Zutaten vorhanden;;4;N;
694;Keine Beschreibung vorhanden;Mais Taler mit Spargelgemse, Kroketten und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
740;Keine Beschreibung vorhanden;Pfannengemse mit K„sesp„tzle und Salatteller;J;Keine Zutaten vorhanden;;4;N;
741;Keine Beschreibung vorhanden;Kasslerbraten in R”stzwiebel-Soáe, Sauerkraut, Paprikagemse und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
742;Keine Beschreibung vorhanden;Spargel Quiche mit B„rlauchdip und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
743;Keine Beschreibung vorhanden;Rindfleischtopf mit Gemse und Kartoffeln ;N;Keine Zutaten vorhanden;;5;N;
744;Keine Beschreibung vorhanden;Blumenkohl mit Semmelbr”sel in Butter mit Bratkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
745;Keine Beschreibung vorhanden;Rinderbraten mit Soáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
746;Keine Beschreibung vorhanden;Pizza Hawaii mit Schinken und Spargel, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
